Positions,Velocities
0.5,0.0
0.5,-0.10000000000000002
0.498,-0.19900000000000004
0.49402,-0.29661000000000004
0.4880878,-0.39244790000000007
0.480238842,-0.4861409810000001
0.47051602238,-0.57732733959
0.4589694755882,-0.6656572706701
0.445656330174798,-0.7507945930810391
0.4306404383131772,-0.8324179131851883
0.41399208004947347,-0.9102218217159719
0.395787643615154,-0.9839180195087068
0.3761092832249799,-1.0532363680366505
0.3550445558642469,-1.11792586100128
0.3326860386442213,-1.1777555135641167
0.309130928372939,-1.2325151661573197
0.2844806250497926,-1.2820162001703344
0.2588403010463859,-1.3260921631785896
0.2323184577828141,-1.364599301756081
0.20502647174769248,-1.397417000295083
0.17707813174179082,-1.4244481246416707
0.1485891692489574,-1.445619269743612
0.11967678385408516,-1.4608809108959675
0.09045916563616581,-1.4702074585578249
0.06105501646500931,-1.4735972170994798
0.031583072123019716,-1.4710722482214869
0.0021616271585899773,-1.462678140163876
-0.027091935644687544,-1.4484836841939552
-0.056061609328566644,-1.4285804602230783
-0.08463321853302821,-1.4030823337551341
-0.1126948652081309,-1.372124866710977
-0.14013736254235046,-1.3358646450022411
-0.16685465544239528,-1.2944785260437486
-0.19274422596327026,-1.248162809694832
-0.2177074821571669,-1.1971323364052298
-0.2416501288852715,-1.141619516609744
-0.26448251921746635,-1.0818732956665922
-0.28611998513079817,-1.018158058866433
-0.30648314630812684,-0.9507524812516089
-0.32549819593315904,-0.8799483271774675
-0.3430971624767084,-0.806049204719061
-0.35921814657108964,-0.7293692801765288
-0.3738055321746202,-0.6502319580605456
-0.3868101713358311,-0.5689685320450161
-0.39818954197673145,-0.48591681245739965
-0.40790787822587943,-0.40141973593747937
-0.41593627294462904,-0.3158239629329287
-0.4222527522032876,-0.2294784687146736
-0.42684232157758106,-0.1427331335868693
-0.42969698424931846,-0.05593733793548436
-0.43081573100802817,0.03056143229373419
-0.43020450236215346,0.11641896417240251
-0.42787612307870543,0.2012956750031092
-0.4238502095786432,0.28485794286881916
-0.41815305072126685,0.3667794053558596
-0.41081746261414964,0.4467422214465544
-0.40188261818521853,0.5244382917549189
-0.39139385235012014,0.5995704324744134
-0.37940244370063186,0.6718534986196933
-0.365965373728238,0.7410154523736228
-0.35114506468076556,0.8067983725955341
-0.33500909722885486,0.868959401805732
-0.3176299091927402,0.9272716272334456
-0.2990844766480713,0.9815248927996592
-0.2794539787920781,1.031526539201277
-0.25882344800805257,1.0771020695676798
-0.23728140661669897,1.1180957384736137
-0.2149194918472267,1.1543710624122174
-0.19183207059898236,1.1858112501575406
-0.16811584559583154,1.2123195517757617
-0.1438694545603163,1.2338195253771704
-0.11919306405277288,1.250255221035462
-0.09418795963206364,1.261591281635662
-0.0689561339993504,1.2678129607457183
-0.04359987478443603,1.2689260579381312
-0.0182213536256734,1.264956772315637
0.0070777818206393395,1.2559514753176153
0.03219681132699165,1.2419764042003112
0.05703633941099787,1.2231172778929098
0.08149868496885607,1.199478837231781
0.10548826171349168,1.171184311865692
0.12891194795080552,1.1383748164043366
0.15167944427889224,1.101208678650132
0.1737036178518949,1.0598607030078522
0.19490083191205193,1.0145213724073947
0.21519125936019984,0.9653959923009103
0.23449917920621804,0.9127037805058612
0.25275325481633526,0.856676906859559
0.26988679295352647,0.7975594868276963
0.28583798269008037,0.7356065333687141
0.30055011335745463,0.6710828714970108
0.31397177078739485,0.6042620201105497
0.32605701118960584,0.5354250457519653
0.33676551210464517,0.4648593930565244
0.34606269996577566,0.3928576967050301
0.35391985389987624,0.3197165797448247
0.36031418549477273,0.2457354431674012
0.3652288943581208,0.17121525163677262
0.3686531993908562,0.09645732024878072
0.3705823457958318,0.021762107168121658
0.37101758793919426,-0.05257198306272594
0.3699661482779397,-0.12624978081993754
0.367441152661541,-0.19898051266732614
0.36346154240819445,-0.2704789380729611
0.35805196364673525,-0.34046645717387036
0.3512426345032578,-0.40867218533147875
0.34306919079662823,-0.4748339903788156
0.33357251098905194,-0.538699488634353
0.3227985212163649,-0.6000269959458199
0.31079798129744846,-0.6585864302296347
0.29762625269285575,-0.7141601621868281
0.2833430494491192,-0.766543811103531
0.26801217322704857,-0.8155469828823195
0.25170123356940216,-0.860993947698906
0.23448135461542405,-0.9027242549357974
0.2164268695167081,-0.9405932833095243
0.1976150038505176,-0.9744727243797707
0.1781255493629222,-1.0042509979060765
0.15804052940480065,-1.0298335977996003
0.13744385744880866,-1.0511433677025643
0.11642099009475737,-1.0681207055153004
0.09505857598445136,-1.080723696479099
0.07344410205486938,-1.0889281747111983
0.051665538560645416,-1.0927277133750601
0.029810984293144212,-1.0921335439534385
0.007968313414075442,-1.087174405372533
-0.01377517469337522,-1.0778963240016228
-0.035333101173407676,-1.0643623258229316
-0.056620347689866304,-1.0466520823300207
-0.07755338933646672,-1.0248614919687473
-0.09805061917584167,-0.9991021991817665
-0.118032663159477,-0.9695010533547804
-0.1374226842265726,-0.9361995101893372
-0.15614667443035934,-0.8993529782421293
-0.17413373399520193,-0.8591301135736362
-0.19131633626667466,-0.8157120656388595
-0.20763057757945186,-0.7692916777291359
-0.2230164111340346,-0.7200726454359542
-0.23741786404275367,-0.6682686367547876
-0.2507832367778494,-0.614102377578689
-0.2630652843294232,-0.5578047064473323
-0.27422137845836986,-0.4996136025169743
-0.28421365050870934,-0.43977319080013055
-0.29300911432471194,-0.37853272879038735
-0.3005797689005197,-0.31614557863754106
-0.3069026804732705,-0.2528681690710617
-0.3119600438546917,-0.18895895128569695
-0.3157392228804057,-0.12467735300190164
-0.3182327699404437,-0.06028273489580148
-0.3194384246383597,0.003966646441245281
-0.3193590917095348,0.06781466490450477
-0.3180027984114447,0.1310083365973667
-0.31538263167949737,0.19329881291368198
-0.31151665542122375,0.25444235112044467
-0.30642780839881484,0.314201258693485
-0.3001437832249451,0.37234480778631307
-0.29269688706921887,0.42865011635343897
-0.2841238847421501,0.48290299260374836
-0.27446582489007515,0.5348987396261409
-0.2637678500975523,0.5844429172078945
-0.25207899175339443,0.631352058055326
-0.2394519505922879,0.6754543358254517
-0.2259428638757789,0.7165901825856548
-0.21161106022406578,0.754612853534954
-0.1965188031533667,0.7893889370444176
-0.18073102441247835,0.8207988083046468
-0.1643150482463854,0.848737025104096
-0.14734030774430348,0.8731126645023322
-0.12987805445425685,0.8938495994061696
-0.11200106246613345,0.9108867143029593
-0.09378332818007426,0.9241780596531564
-0.07529976698701113,0.9336929446926396
-0.05662590809315834,0.9394159686431155
-0.03783758872029602,0.941346990575316
-0.0190106489087897,0.9395010384136221
-0.00022062814051725804,0.9339081578112438
0.01845753501570762,0.9246132018612349
0.03694979905293232,0.911675562839481
0.05518331030972194,0.8951688474004997
0.07308668725773193,0.8751804968645504
0.09059029719502294,0.8518113544443584
0.10762652428391012,0.8251751814609102
0.12413002791312833,0.7953981247895191
0.1400379904089187,0.7626181379589982
0.15529035316809867,0.7269843584976245
0.16983004033805116,0.6886564442790286
0.18360316922363173,0.6478038717686281
0.1965592466590043,0.6046051992062155
0.2086513506431286,0.5592472978823524
0.21983629660077564,0.5119245547749032
0.2300747876962737,0.462838049906999
0.2393315486944137,0.4121947118686743
0.24757544293178718,0.3602064550111048
0.2547795720320093,0.30708930187463634
0.260921358069502,0.25306249444948814
0.26598260795849177,0.19834759789109285
0.26994955991631364,0.14316760032048356
0.27281291192272333,0.087746012334016
0.27456783216940367,0.03230596982613116
0.2752139515659263,-0.022930656306010898
0.2747553384398061,-0.07774414005613606
0.2732004556386834,-0.1319177663435359
0.27056210031181266,-0.18523867980783726
0.26685732671565593,-0.23749871307212142
0.2621073524542135,-0.2884951912845314
0.25633744862852287,-0.3380317098625288
0.2495768144312723,-0.3859188824896081
0.24185843678148014,-0.43197505655096646
0.2332189356504608,-0.47602699334175286
0.22369839578362577,-0.5179105105384275
0.21334018557285722,-0.5574710845897684
0.20219076388106186,-0.5945644108584421
