Positions,Velocities
0.4,0.0
0.4,-0.04000000000000001
0.3996,-0.07980000000000001
0.398802,-0.11936100000000002
0.39760839,-0.15864439500000002
0.39602194604999996,-0.19761201202500003
0.39404582592974996,-0.23622614656987503
0.3916835644640512,-0.27444959843000066
0.38893906847975124,-0.3122457068842558
0.38581661141090867,-0.34957838519780965
0.3823208275589306,-0.3864121544129115
0.37845670601480147,-0.42271217639673997
0.3742295842508341,-0.45844428611623644
0.3696451413896717,-0.4935750231107387
0.3647093911585643,-0.5280716621341521
0.3594286745372228,-0.5619022429393378
0.35380965210782944,-0.5950355991783634
0.3478592961160458,-0.6274413863932545
0.34158488225211325,-0.6590901090728929
0.33499398116138435,-0.6899531467527398
0.3280944496938569,-0.7200027791351146
0.3208944219025058,-0.7492122102088247
0.3134022998004175,-0.7775555913480311
0.30562674388693717,-0.8050080433713327
0.29757666345322387,-0.8315456775431698
0.28926120667779215,-0.8571456155007763
0.2806897505227844,-0.8817860080910516
0.2718718904418739,-0.9054460531028747
0.2628174299108451,-0.9281060118815477
0.25353636979202965,-0.9497472248132245
0.2440388975438974,-0.9703521256683614
0.2343353762872138,-0.9899042547944094
0.2244363337392697,-1.0083882711491587
0.2143524510277781,-1.02578996316734
0.20409455139610472,-1.042096258454281
0.1936735888115619,-1.05729523230162
0.18310063648854571,-1.0713761150212682
0.17238687533833302,-1.0843292980950163
0.16154358235738286,-1.0961463391383746
0.15058211896599913,-1.106819965678421
0.13951391930921492,-1.116344077746629
0.12835047853174864,-1.1247137492888173
0.11710334103886046,-1.131925228395548
0.10578408875490497,-1.1379759363574564
0.09440432939133041,-1.1428644655511597
0.08297568473581882,-1.146590576162537
0.07150977897419344,-1.1491551917553062
0.06001822705664038,-1.150560393693949
0.04851262311970089,-1.1508094144311434
0.03700452897538946,-1.1499066296709577
0.025505462678679883,-1.147857549420142
0.014026887184478464,-1.1446688079409093
0.00258019910506937,-1.1403481526196526
-0.008823282421127156,-1.1349044317670614
-0.02017232673879777,-1.1283475813661132
-0.0314558025524589,-1.1206886107854028
-0.042662688660312933,-1.11193958747623
-0.053782084535075235,-1.1021136206728175
-0.0648032207418034,-1.0912248441159458
-0.07571546918296286,-1.0792883978211858
-0.08650835316117472,-1.0663204089137837
-0.09717155725031255,-1.0523379715530972
-0.10769493696584352,-1.0373591259703003
